id,goodsCode,goodsCodeType,goodsBasicName,goodsBasicType,goodsBasicDesc,goodsMerchantId,merchantName,merchantPersonName,goodsUnit,goodsSize,goodsPrice,goodsGuaranteeLength,useGoodsCount
1012,6.92498E+12,NULL,小浣熊源森态儿童牛奶倍润洗发沐浴露1000ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*8,1,3,1012
1014,6.92498E+12,NULL,小浣熊源森态婴儿特润霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*72,1,4,1014
1021,6.92498E+12,NULL,小浣熊源森态婴儿天然草本松花爽身粉140g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,1021
1023,6.92498E+12,NULL,小浣熊源森态儿童维生素乳牙宝牙膏70g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*72,1,5,1023
1028,6.92498E+12,NULL,小浣熊源森态儿童健齿套装(牙刷+牙膏+牙膏笔),1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*36*2,1,3,0
1030,6.92498E+12,NULL,小浣熊源森态蛇胆牛黄驱蚊花露水195ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*30,1,3,1030
1037,6.92498E+12,NULL,小浣熊源森态水嫩嫩果蔬VE营养霜30g+唇膏,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*60,1,3,1037
1035,6.92498E+12,NULL,小浣熊源森态水嫩嫩花蜜抗皲霜30g+唇膏,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*60,1,3,1035
1036,6.92498E+12,NULL,小浣熊源森态水嫩嫩果C草莓嫩肤霜30g+唇膏,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*60,1,3,1036
1049,6.92712E+12,NULL,妆点一生肥料高能营养滋润洗发露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,468g*24,1,3,0
1050,6.92712E+12,NULL,妆点一生肥料游离子洗发露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,468g*24,1,3,0
1051,6.92712E+12,NULL,妆点一生肥料游离子洗发露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1000g*16,1,3,0
1052,6.92712E+12,NULL,妆点一生肥料高能去屑洗发露,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,250g*48,1,3,0
1066,6.93096E+12,NULL,春纪蔓越莓原液娇嫩面膜6片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*36,1,2,1066
1067,6.93096E+12,NULL,春纪新弹力娇嫩气垫智控修颜霜13g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,1067
1068,6.93096E+12,NULL,春纪新弹力娇嫩粉嘟嘟卸妆水280ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,1068
1069,6.93096E+12,NULL,春纪表情包清澈透亮面膜5片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*36,1,2,1069
1083,6.93096E+12,NULL,春纪黑白摩登皙白乳100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,0
1084,6.93096E+12,NULL,春纪摩登昼夜亮颜拍档50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,0
1085,6.93117E+12,NULL,HC02 SMS防漏蓝芯片10片日棉,1,NULL,86,重庆市展鹿商贸有限公司,NULL,包,10*24,1,3,1085
1086,6.93117E+12,NULL,HC03 SMS防漏蓝芯片8片夜棉,1,NULL,86,重庆市展鹿商贸有限公司,NULL,包,8*24,1,3,1086
1099,6.9314E+12,NULL,一叶子嫩石榴净透补水面膜25ml/片*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1099
1100,6.9314E+12,NULL,一叶子嫩蜡菊亮采补水面膜25ml/片*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1100
1101,6.9314E+12,NULL,一叶子嫩蔷薇舒缓补水面膜25ml/片*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1101
1102,6.9314E+12,NULL,一叶子竹沥男士控油补水面膜25ml/片*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,0
1103,6.9314E+12,NULL,一叶子植物酵素多效光感柔润水嫩面膜（新）25ml*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,8*6,1,5,1103
1116,6.9314E+12,1,一叶子植物酵素多效光感透润水嫩面膜,1,,86,重庆市展鹿商贸有限公司,NULL,盒,1*1,1,4,1116
1117,6.9314E+12,NULL,韩束墨菊深度补水修容霜40ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,12*8,1,5,1117
1118,6.9314E+12,NULL,韩束韩束倍润亮颜修容霜40ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,12*8,1,5,1118
1119,6.9314E+12,NULL,韩束紫竹细肤平衡洁面乳150ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1119
1133,6.93189E+12,NULL,善草纪大马士革玫瑰花露130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1133
1134,6.93189E+12,NULL,善草纪大马士革玫瑰亮采保湿乳液130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1134
1135,6.93189E+12,NULL,善草纪大马士革玫瑰亮采滋润霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1135
1136,6.93189E+12,NULL,善草纪大马士革玫瑰亮采精华液30ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1136
1149,6.93189E+12,NULL,善草纪凝水保湿面贴膜（五片装）22g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*6,1,4,1149
1150,6.93189E+12,NULL,善草纪洋甘菊舒润洁面晶露130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1150
1151,6.93189E+12,NULL,善草纪洋甘菊舒润柔肤水130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1151
1152,6.93189E+12,NULL,善草纪洋甘菊舒缓调理乳液130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1152
1153,6.93189E+12,NULL,善草纪洋甘菊舒缓滋养面霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1153
1166,6.93189E+12,NULL,善草纪杜松男士炭爽洗颜泥120g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,2*6,1,3,1166
1167,6.93189E+12,NULL,善草纪茶树精油10ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×6,1,3,1167
1168,6.93189E+12,NULL,善草纪玫瑰精油8ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×6,1,3,1168
1169,6.93189E+12,NULL,善草纪洋甘菊精油10ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×6,1,3,1169
1183,6.93224E+12,NULL,鹰王气雾剂（淡雅清香型）600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,0
1184,6.93224E+12,NULL,鹰王气雾剂（花香型）600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,0
1185,6.93224E+12,NULL,鹰王无香清纯液（宝贝健）45ml/瓶,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×60,1,4,0
1186,6.93224E+12,NULL,鹰王电热蚊香液（清香液）45ml/瓶,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×60,1,4,0
1200,6.93392E+12,NULL,丹姿红石榴新活赋采精华乳液P 120ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×48,1,3,1200
1039,6.92498E+12,NULL,小浣熊源森态水嫩嫩果C柠檬润肤霜30g+唇膏,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*60,1,3,1039
1046,6.92586E+12,NULL,奥丽颜橄榄油滋养焗油精华膏700ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*16,1,3,0
1048,6.92712E+12,NULL,妆点一生肥料高效保湿修护护发乳,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,250g*48,1,3,0
1053,6.92832E+12,NULL,满婷肤皂,1,NULL,86,重庆市展鹿商贸有限公司,NULL,块,100g*72,1,3,1053
1055,6.93096E+12,NULL,春纪杨梅水漾洁面乳120g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,0
1057,6.93096E+12,NULL,春纪杨梅保湿润肤霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,1057
1062,6.93096E+12,NULL,春纪新弹力娇嫩青春眼凝胶20g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,0
1064,6.93096E+12,NULL,春纪奇异果原液亮肤面膜6片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*36,1,2,1064
1071,6.93096E+12,NULL,春纪表情包水感保湿面膜5片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*36,1,2,1071
1073,6.93096E+12,NULL,春纪大葡萄补水保湿洁面乳80g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,0
1078,6.93096E+12,NULL,春纪新弹力娇嫩特惠套装120g+120ml+100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*6,1,4,0
1080,6.93096E+12,NULL,春纪黑白摩登美白珍藏套装80g+115ml+80g+100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*6,1,4,0
1082,6.93096E+12,NULL,春纪黑白摩登澄黑露115ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*36,1,5,0
1087,6.93117E+12,1,HC05 SMS蓝芯片25片棉面护垫,1,,86,重庆市展鹿商贸有限公司,NULL,包,25*24,1,3,1087
1089,6.93117E+12,NULL,HC13“有氧茶净”8片夜棉,1,NULL,86,重庆市展鹿商贸有限公司,NULL,包,8*24,1,3,1089
1096,6.93117E+12,NULL,HC Q-02精纯橄榄6片夜用,1,NULL,86,重庆市展鹿商贸有限公司,NULL,包,6*24,1,3,1096
1098,6.9314E+12,NULL,一叶子嫩刺梨倍润补水面膜25ml/片*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1098
1105,6.9314E+12,NULL,一叶子植物酵素多效细致嫩滑净透面膜25ml/片*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1105
1107,6.9314E+12,1,一叶子植物酵素多效细滑嫩肤黑泥膜150g,1,,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1107
1112,6.9314E+12,1,一叶子诺丽果青春晚安冻膜135g,1,,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1112
1114,6.9314E+12,NULL,一叶子黑松露舒缓紧纹蝶翼眼膜7ml*10片,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1114
1121,6.9314E+12,NULL,韩束紫竹细肤平衡乳175ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1121
1123,6.9314E+12,NULL,韩束紫竹细肤平衡套装80ml+150ml+150ml+50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,12盒/箱,1,5,1123
1130,6.93189E+12,NULL,善草纪杜松男士守候礼,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*6,1,3,0
1132,6.93189E+12,NULL,善草纪大马士革玫瑰亮采洁面乳130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,2*6,1,3,1132
1137,6.93189E+12,NULL,善草纪大马士革玫瑰亮采保湿面膜150g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1137
1139,6.93189E+12,NULL,善草纪粉润透亮面贴膜（五片装）22g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,1*6,1,4,1139
1146,6.93189E+12,NULL,善草纪茉莉花保湿倍润滋养霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1146
1148,6.93189E+12,NULL,善草纪茉莉花深层保湿补水面膜150g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,2*6,1,3,1148
1155,6.93189E+12,NULL,善草纪澳洲茶树净透调理晶露130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1155
1157,6.93189E+12,NULL,善草纪澳洲茶树净透调理凝露50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1157
1162,6.93189E+12,NULL,善草纪依兰紧致舒颜滋养乳130ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1162
1164,6.93189E+12,NULL,善草纪依兰眼部紧致精华露15ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2*6,1,3,1164
1171,6.93189E+12,NULL,善草纪薰衣草精油10ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×6,1,3,1171
1173,6.93189E+12,NULL,善草纪肌源焕活复方精油30ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×6,1,3,1173
1180,6.93189E+12,NULL,善草纪精油清肌水润双膜套装,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,1*6,1,3,1180
1182,6.932E+12,NULL,东洋之花水动力悦颜精华乳105ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,3*12,1,3,1182
1187,6.93224E+12,NULL,鹰王电热0蚊香液2瓶装（清香液+无味液）配直插器45ml×2+1器/套,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×30,1,3,0
1189,6.93224E+12,NULL,绿岛杀虫剂(柠檬)750ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×24,1,3,0
1196,6.93392E+12,NULL,丹姿多效滋养乳液120ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×36,1,3,1196
1198,6.93392E+12,NULL,丹姿平衡舒缓沐浴露1kg,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×18,1,3,1198
1205,6.93392E+12,NULL,丹姿海藻盈润水漾多效修护精华液P 30ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×48,1,3,1205
1207,6.93392E+12,NULL,丹姿海藻盈润X5玻尿酸水光肌面膜P 26g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1×72,1,3,1207
1212,6.93402E+12,1,隆力奇驱蚊花露水（复合花果香型，AB版）,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,195ml*30,1,5,1212
1214,6.93545E+12,NULL,多芬亲情套装牙刷D―100,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*48,1,3,1214
1221,6.93639E+12,NULL,御信堂亚多奇牛奶沐浴盐（软管）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,320g*24,1,3,0
1223,6.93639E+12,NULL,御信堂亚多奇木瓜沐浴盐（软管）,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,320g*24,1,3,0
1230,6.93775E+12,1,阿迪达斯冰点男士沐浴露250ml,1,,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,1230
1232,6.93775E+12,NULL,阿迪达斯男士走珠香体液-冰点50ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,1232
1237,6.93775E+12,1,阿迪达斯男士功能型香波沐浴露—清新酷爽250ml,1,,86,重庆市展鹿商贸有限公司,NULL,个,1*12,1,4,1237
1239,6.93775E+12,NULL,阿迪达斯荣耀男士沐浴露250ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,1239
1246,6.93775E+12,NULL,阿迪达斯男士活力保湿舒润肌能水100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,1246
1248,6.93775E+12,NULL,阿迪达斯男士活力保湿泡沫洁面乳100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*24,1,4,1248
1255,6.93866E+12,NULL,兰欣卫浴净900ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,900ML×15,1,3,0
1257,6.93866E+12,NULL,兰欣彩漂600ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,600ml×12,1,3,1257
1262,6.93866E+12,NULL,兰欣袋装洗衣液,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,2kg×8,1,3,1262
1264,6.9427E+12,NULL,韩束芦荟修护凝胶180g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,6*8,1,5,1264
1271,6.9427E+12,1,韩束小黑瓶胶原蛋白弹润面膜25ml*5,1,,86,重庆市展鹿商贸有限公司,NULL,盒,6*20片/箱,1,4,1271
1273,6.9427E+12,NULL,韩束小黑瓶薰衣草舒缓面膜25ml*5,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,8*6,1,4,1273
1280,6.9427E+12,NULL,韩束雪白肌明润眼霜15g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1280
1282,6.9427E+12,NULL,韩束雪白肌美白保湿柔肤水200ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1282
1287,6.9427E+12,NULL,韩束玻尿酸深度补水原液30ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1287
1289,6.9427E+12,NULL,韩束美白保湿优选套组 80ml+150ml +150ml+4g*2,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,12盒/箱,1,5,1289
1291,6.9427E+12,NULL,韩束美白补水亮肤套组150ml+150ml+80ml+40ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,24盒/箱,1,5,1291
1296,6.9427E+12,NULL,韩束墨菊深度补水滋润眼霜15g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,8*6,1,5,1296
1298,6.9427E+12,1,韩束墨菊深度补水露175ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1298
1305,6.9427E+12,NULL,韩束清颜控痘洁面乳100ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,8*6,1,5,1305
1307,6.9427E+12,1,韩束补水倍润面膜25ml*5,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1307
1312,6.94373E+12,NULL,劲浪舒柔高密刷毛牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*300,1,5,1312
1314,6.94373E+12,NULL,劲浪竹炭抑菌型牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*300,1,5,1314
1316,6.94373E+12,NULL,劲浪超萌智慧型牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*240,1,5,1316
1321,6.94373E+12,NULL,劲浪VIP时尚彩尖牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*300,1,5,1321
1323,6.94475E+12,NULL,美肤宝精萃舒润洁面膏100ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*54,1,3,0
1330,6.94475E+12,NULL,滋源茶籽水润去屑护发素(中干性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,535ml*12,1,3,1330
1332,6.94475E+12,NULL,滋源生姜强根健发洗头水(油性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,535ml*12,1,3,1332
1337,6.94475E+12,NULL,滋源无患子控油清爽护发素(油性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,265ml*12,1,3,1337
1339,6.94475E+12,NULL,滋源茶籽水润去屑护发素(中干性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,265ml*12,1,3,1339
1341,6.94475E+12,NULL,滋源氨基酸无患子清润洗头水,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,535ml*12,1,3,1341
1346,6.94475E+12,NULL,滋源生姜劲能强韧养护洗头水,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,535ml*12,1,3,1346
1348,6.94904E+12,NULL,青蛙王子儿童洗发沐浴露(草本精华),1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,24瓶×480ml,1,3.5,1348
1355,6.94904E+12,NULL,青蛙王子植爱草本儿童柔润洗发露 300ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,1355
1357,6.94904E+12,NULL,青蛙王子植爱草本儿童洗发沐浴露(滋润型)300ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,1357
1201,6.93392E+12,NULL,丹姿海洋之粹密集补水滋养面膜 (5片/盒)25g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,1×60,1,3,1201
1202,6.93392E+12,NULL,丹姿海洋之粹水润舒缓保湿面膜 (5片/盒)25g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,1×60,1,3,0
1203,6.93392E+12,NULL,丹姿海洋之粹亮肤雪颜补水面膜 (5片/盒)25g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,1×60,1,3,1203
1216,6.93545E+12,NULL,多芬童趣柠檬花香牙刷D―201,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*144,1,3,1216
1217,6.93545E+12,NULL,多芬童趣草莓花香牙刷D―202,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*144,1,3,1217
1218,6.93545E+12,NULL,多芬亲情套装牙刷D―300,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*48,1,3,1218
1219,6.93545E+12,NULL,多芬特感牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*144,1,3,1219
1220,6.93545E+12,NULL,多芬情侣装牙刷D―333,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*144,1,3,1220
1233,6.93775E+12,1,阿迪达斯激情男士沐浴露400ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,1233
1234,6.93775E+12,NULL,阿迪达斯冰点男士沐浴露400ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,1234
1235,6.93775E+12,1,阿迪达斯征服男士沐浴露250ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,1235
1236,6.93775E+12,NULL,阿迪达斯男士功能型香波沐浴露—运动后舒缓250ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,1236
1250,6.93775E+12,NULL,阿迪达斯女士焕彩健肤沐浴露－清新舒爽250ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,1*12,1,3,1250
1251,6.93866E+12,NULL,兰欣地板清洁护理液,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,2L×6,1,3,1251
1252,6.93866E+12,NULL,兰欣油污博士1+1,1,NULL,86,重庆市展鹿商贸有限公司,NULL,套,600ml+600ml×12,1,3,1252
1253,6.93866E+12,NULL,兰欣洁厕王,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,500ml×30,1,3,1253
1266,6.9427E+12,NULL,韩束雪白肌卸妆洁面乳200ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1266
1267,6.9427E+12,NULL,韩束雪白肌净颜卸妆水200ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1267
1268,6.9427E+12,NULL,韩束雪白肌细肤去角质素200ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1268
1269,6.9427E+12,NULL,韩束雪白肌滋润身体乳300ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1269
1270,6.9427E+12,1,韩束小黑瓶玻尿酸保湿面膜,1,,86,重庆市展鹿商贸有限公司,NULL,个,6*20片/箱,1,4,1270
1283,6.9427E+12,NULL,韩束雪白肌美白补水乳液175ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1283
1284,6.9427E+12,1,韩束雪白肌美白补水精华霜50g,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,4*12,1,5,1284
1285,6.9427E+12,NULL,韩束雪白肌美白补水晚安面膜150g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,盒,4*12,1,5,1285
1286,6.9427E+12,NULL,韩束雪白肌美白原液30ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,8*6,1,5,1286
1300,6.9427E+12,NULL,韩束墨菊深度补水滋养霜50g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1300
1301,6.9427E+12,NULL,韩束墨菊深度补水六件套80ml+150ml +50g+30ml+5g*2,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,12盒/箱,1,5,1301
1302,6.9427E+12,NULL,韩束盈润补水洁面乳100ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1302
1303,6.9427E+12,1,韩束粉嫩亮颜洁面乳100ml,1,,86,重庆市展鹿商贸有限公司,NULL,瓶,8*6,1,5,1303
1317,6.94373E+12,NULL,劲浪深洁型磨尖丝牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*600,1,5,1317
1318,6.94373E+12,NULL,劲浪螺旋超细刷毛牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*600,1,5,1318
1319,6.94373E+12,NULL,劲浪磨尖毛抗菌刷头牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*288,1,5,1319
1320,6.94373E+12,NULL,劲浪VIP时尚彩尖牙刷,1,NULL,86,重庆市展鹿商贸有限公司,NULL,支,1*300,1,5,1320
1333,6.94475E+12,NULL,滋源生姜强根健发护发素((油性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,535ml*12,1,3,1333
1334,6.94475E+12,NULL,滋源无患子保湿滋养洗头水(中干性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,265ml*12,1,3,1334
1335,6.94475E+12,NULL,滋源无患子保湿滋养护发素(中干性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,265ml*12,1,3,1335
1336,6.94475E+12,NULL,滋源无患子控油清爽洗头水(油性),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,265ml*12,1,3,1336
1350,6.94904E+12,NULL,青蛙王子儿童沐浴露(牛奶滋润),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,12瓶×1100ml,1,3.5,1350
1351,6.94904E+12,NULL,青蛙王子儿童草莓滋润霜(袋装,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1×320×30g,1,3.5,0
1352,6.94904E+12,NULL,青蛙王子婴儿洗发沐浴露(水果精华),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,24瓶×310ml,1,3.5,1352
1353,6.94904E+12,NULL,青蛙王子婴儿洗发沐浴露(椰油精华),1,NULL,86,重庆市展鹿商贸有限公司,NULL,瓶,24瓶×310ml,1,3.5,1353
1367,6.95159E+12,NULL,若华紫苏竹炭靓肤护理皂100g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,块,1*72,1,3,1367
1368,6.95311E+12,NULL,七分妆植物营养水（小黄瓜）200ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*4*18,1,3,1368
1369,6.95311E+12,NULL,七分妆芦荟胶80g,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*96,1,4,1369
1370,6.95311E+12,NULL,七分妆植物营养水（芦荟鲜汁）500ml,1,NULL,86,重庆市展鹿商贸有限公司,NULL,个,1*24,1,5,1370
